PP-PACBS0192,7XQG7TYXPF4141639,2021-5-31,Betatech,6.31,3,
BH-BAE0021,7XQG7TYXPF4141639,2021-7-19,Toughzap,16.77,4,
FH-EAECS0050,7XQG7TYXPF4141639,2021-9-4,Blackzim,3.24,3,
FH-EAES0109,7XQG7TYXPF4141639,2021-9-4,Funholding,43.27,4,
BH-EAEGAM0062,83L3CNAESZD022827,2021-4-4,Toughzap,11.81,1,
NM-BAED0029,83L3CNAESZD022827,2021-4-4,Plexzap,30.1,3,
NM-EAEAD0042,83L3CNAESZD022827,2021-4-4,Finhigh,1.74,3,
FH-BAED0026,83L3CNAESZD022827,2021-4-30,Plexzap,28.27,4,
FH-PACBS0175,83L3CNAESZD022827,2021-4-30,Finhigh,25.5,1,
TP-EAES0093,83L3CNAESZD022827,2021-4-30,Finhigh,26.76,1,
TP-PACBS0163,83L3CNAESZD022827,2021-4-30,Plexzap,25.93,1,
ZN-PACBS0177,83L3CNAESZD022827,2021-4-30,Zathunicon,30.31,4,
ZN-EAESS0119,83L3CNAESZD022827,2021-5-13,Toughzap,0.79,3,
ZN-ICS0155,83L3CNAESZD022827,2021-5-13,Toughzap,21.56,1,
TP-BAED0030,83L3CNAESZD022827,2021-5-26,Zathunicon,20.99,2,
TP-EAES0097,83L3CNAESZD022827,2021-5-26,Blackzim,27.21,1,
BH-EAES0095,83L3CNAESZD022827,2021-7-3,Betatech,8.45,2,
BH-EAES0126,83L3CNAESZD022827,2021-7-3,Nam-zim,19.34,1,
PP-EAES0109,83L3CNAESZD022827,2021-7-3,Nam-zim,5.89,1,
PP-ICS0156,83L3CNAESZD022827,2021-7-3,Plexzap,8.06,3,
PP-PACBS0191,83L3CNAESZD022827,2021-7-3,Toughzap,10.28,1,
BM-EAEGAM0062,83L3CNAESZD022827,2021-8-22,Toughzap,14.44,4,
BM-ICS0156,83L3CNAESZD022827,2021-8-22,Toughzap,15.33,4,
FG-EAECS0051,83L3CNAESZD022827,2021-8-22,Finhigh,16.3,4,
FG-PACBS0187,83L3CNAESZD022827,2021-8-22,Finhigh,32.01,4,
FH-EAEGAM0062,83L3CNAESZD022827,2021-8-22,Zathunicon,26.57,3,
ZN-IFCAP0152,83L3CNAESZD022827,2021-8-22,Zathunicon,32.38,3,
BH-BAE0004,88WPSV7V73S064896,2021-4-30,Blackzim,47.08,2,
ZN-EAEGAM0067,88WPSV7V73S064896,2021-4-30,Funholding,52.61,2,
ZN-EAES0111,88WPSV7V73S064896,2021-4-30,Blackzim,30.57,1,
ZN-PACBS0191,88WPSV7V73S064896,2021-5-24,Plexzap,28.88,4,
FH-BAED0023,88WPSV7V73S064896,2021-6-11,Funholding,46.51,3,
PP-EAECS0052,88WPSV7V73S064896,2021-6-11,Finhigh,56.45,1,
ZN-BAE0016,88WPSV7V73S064896,2021-6-11,Toughzap,2.71,2,
BM-BAE0004,88WPSV7V73S064896,2021-6-26,Blackzim,2.44,4,
BM-EAEESS0061,88WPSV7V73S064896,2021-6-26,Zathunicon,21.09,2,
FG-EAECS0048,88WPSV7V73S064896,2021-6-26,Blackzim,50.16,2,
TP-BAE0004,88WPSV7V73S064896,2021-6-26,Funholding,47.5,3,
TP-ICS0156,88WPSV7V73S064896,2021-6-26,Zathunicon,14.88,4,
ZN-EAES0126,88WPSV7V73S064896,2021-6-26,Betatech,23.94,1,
BH-EAES0111,88WPSV7V73S064896,2021-7-1,Blackzim,53.53,1,
BM-EAECS0049,88WPSV7V73S064896,2021-7-1,Blackzim,13.94,4,
BM-EAEWH0131,88WPSV7V73S064896,2021-7-1,Finhigh,15.36,4,
FG-EAELASS0086,88WPSV7V73S064896,2021-7-1,Blackzim,1.44,1,
FG-EAES0121,88WPSV7V73S064896,2021-7-1,Toughzap,51.49,3,
NM-EAES0099,88WPSV7V73S064896,2021-7-1,Betatech,40.59,3,
NM-EAESS0119,88WPSV7V73S064896,2021-7-1,Blackzim,7.34,1,
ZN-EAEESS0054,88WPSV7V73S064896,2021-7-15,Nam-zim,24.39,1,
BM-BAE0008,88WPSV7V73S064896,2021-9-2,Betatech,59.53,1,
BM-EAEM0148,88WPSV7V73S064896,2021-9-2,Nam-zim,47.67,4,
FG-BAED0032,8AWRIWHIOB7240899,2021-5-27,Toughzap,27.96,3,
BH-EAEGAM0062,8AWRIWHIOB7240899,2021-7-8,Finhigh,28.27,1,
FG-EAELASS0091,8AWRIWHIOB7240899,2021-7-8,Zathunicon,12.81,1,
FG-ICS0160,8AWRIWHIOB7240899,2021-7-8,Funholding,32.35,4,
NM-EAEGAM0063,8AWRIWHIOB7240899,2021-7-8,Finhigh,11.77,3,
PP-EAES0095,8AWRIWHIOB7240899,2021-7-8,Betatech,10.42,2,
PP-EAES0099,8AWRIWHIOB7240899,2021-7-8,Toughzap,1.04,4,
FH-IFCAP0151,8AWRIWHIOB7240899,2021-7-18,Nam-zim,34.05,1,
FH-PACBS0163,8AWRIWHIOB7240899,2021-7-18,Betatech,11.1,4,
NM-EAES0103,8AWRIWHIOB7240899,2021-7-18,Betatech,16.72,4,
FH-EAEAD0041,8AWRIWHIOB7240899,2021-7-30,Betatech,10.32,4,
FH-EAEGAM0064,8AWRIWHIOB7240899,2021-7-30,Funholding,10.36,4,
NM-EAEESS0053,8AWRIWHIOB7240899,2021-7-30,Zathunicon,28.84,2,
NM-EAEGAM0062,8AWRIWHIOB7240899,2021-7-30,Plexzap,25.76,2,
PP-BAE0015,8AWRIWHIOB7240899,2021-7-30,Finhigh,3.95,1,
PP-EAECS0052,8AWRIWHIOB7240899,2021-7-30,Toughzap,19.57,4,
PP-EAEESS0061,8AWRIWHIOB7240899,2021-7-30,Finhigh,7.2,3,
PP-EAES0125,8AWRIWHIOB7240899,2021-7-30,Betatech,26.2,2,
TP-EAELASS0092,8AWRIWHIOB7240899,2021-7-30,Blackzim,11.39,3,
TP-EAES0094,8AWRIWHIOB7240899,2021-7-30,Blackzim,33.1,2,
BM-EAEAD0043,8AWRIWHIOB7240899,2021-8-20,Plexzap,31.95,1,
BM-EAEESS0056,8AWRIWHIOB7240899,2021-8-20,Blackzim,14.89,3,
BM-EAEIS0075,8AWRIWHIOB7240899,2021-8-20,Blackzim,18.92,3,
BM-PACBS0181,8AWRIWHIOB7240899,2021-8-20,Betatech,1.47,4,
NM-EAEM0145,8AWRIWHIOB7240899,2021-8-20,Blackzim,24.47,3,
NM-EAES0127,8AWRIWHIOB7240899,2021-8-20,Zathunicon,18.81,3,
PP-EAEGAM0074,8AWRIWHIOB7240899,2021-8-20,Zathunicon,31,4,
ZN-EAEGAM0069,8AWRIWHIOB7240899,2021-8-20,Finhigh,16.98,3,
ZN-PACBS0171,8AWRIWHIOB7240899,2021-8-20,Finhigh,10.67,2,
BH-EAEGAM0063,8DPBPQ225LD772299,2021-5-14,Betatech,358.26,1,
BH-EAES0123,8DPBPQ225LD772299,2021-5-14,Blackzim,50.54,2,
BM-EAEGAM0063,8DPBPQ225LD772299,2021-5-14,Funholding,200.46,4,
FH-BAE0014,8DPBPQ225LD772299,2021-5-14,Betatech,324.8,1,
FH-BAED0026,8DPBPQ225LD772299,2021-5-14,Toughzap,159.13,2,
FH-EAEM0142,8DPBPQ225LD772299,2021-5-14,Betatech,317.28,3,
BM-EAEM0136,8DPBPQ225LD772299,2021-7-3,Blackzim,123.67,2,
BM-ICS0156,8DPBPQ225LD772299,2021-7-3,Nam-zim,263.78,3,
FH-EAES0097,8DPBPQ225LD772299,2021-7-3,Blackzim,92.55,2,
FH-PACBS0167,8DPBPQ225LD772299,2021-7-3,Zathunicon,97.91,3,
TP-BAE0021,8DPBPQ225LD772299,2021-7-3,Plexzap,79.49,1,
TP-EAEM0150,8DPBPQ225LD772299,2021-7-3,Zathunicon,17.04,2,
FG-EAEIS0077,8DPBPQ225LD772299,2021-7-30,Toughzap,34.62,4,
FG-ICS0160,8DPBPQ225LD772299,2021-7-30,Nam-zim,290.29,1,
ZN-EAEGAM0065,8DPBPQ225LD772299,2021-7-30,Toughzap,341.32,4,
BM-EAEAD0044,8G3LUP7YDIR245248,2021-6-23,Toughzap,23.18,3,
BM-ICS0162,8G3LUP7YDIR245248,2021-6-23,Nam-zim,11.23,3,
FG-EAELASS0083,8G3LUP7YDIR245248,2021-6-23,Blackzim,4.04,2,
ZN-BAED0032,8G3LUP7YDIR245248,2021-6-23,Toughzap,2.87,1,
ZN-PACBS0182,8G3LUP7YDIR245248,2021-6-23,Toughzap,7.17,2,
BM-EAES0094,8G3LUP7YDIR245248,2021-7-30,Betatech,25.17,1,
FG-BAED0025,8G3LUP7YDIR245248,2021-7-30,Plexzap,7.87,1,
NM-EAEESS0054,8G3LUP7YDIR245248,2021-7-30,Betatech,25.72,3,
NM-EAEESS0058,8G3LUP7YDIR245248,2021-7-30,Nam-zim,1.6,4,
PP-BAED0030,8G3LUP7YDIR245248,2021-7-30,Plexzap,10.02,3,
PP-PACBS0197,8G3LUP7YDIR245248,2021-7-30,Blackzim,15.98,1,
TP-PACBS0178,8G3LUP7YDIR245248,2021-7-30,Zathunicon,1.42,1,
ZN-BAE0003,8G3LUP7YDIR245248,2021-7-30,Plexzap,5.84,2,
ZN-EAESS0118,8G3LUP7YDIR245248,2021-7-30,Betatech,15.04,3,
BH-BAE0017,8G3LUP7YDIR245248,2021-9-5,Funholding,22.81,1,
PP-BAE0005,8G3LUP7YDIR245248,2021-9-5,Finhigh,5.81,2,
ZN-EAEESS0058,8G3LUP7YDIR245248,2021-9-5,Betatech,11.77,1,
ZN-EAEGAM0074,8G3LUP7YDIR245248,2021-9-5,Finhigh,26.18,2,
ZN-EAES0094,8G3LUP7YDIR245248,2021-9-5,Finhigh,17.06,1,
ZN-PACBS0168,8G3LUP7YDIR245248,2021-9-5,Plexzap,12.27,3,
ZN-PACBS0171,8G3LUP7YDIR245248,2021-9-5,Funholding,5.33,2,
FG-BAEW0036,8X1ZMNTEG8V581855,2021-7-15,Blackzim,17.4,3,
FG-EAEAD0041,8X1ZMNTEG8V581855,2021-7-15,Finhigh,47.66,3,
FG-EAELASS0086,8X1ZMNTEG8V581855,2021-7-15,Zathunicon,1.89,4,
FG-EAEM0140,8X1ZMNTEG8V581855,2021-7-15,Betatech,41.6,1,
FG-EAEM0146,8X1ZMNTEG8V581855,2021-7-15,Blackzim,36.53,3,
NM-EAES0103,8X1ZMNTEG8V581855,2021-7-15,Finhigh,29.29,1,
TP-EAEAD0043,8X1ZMNTEG8V581855,2021-7-15,Toughzap,35.48,1,
FH-BAEW0039,8X1ZMNTEG8V581855,2021-8-12,Funholding,54.72,2,
FH-PACBS0167,8X1ZMNTEG8V581855,2021-8-12,Toughzap,44.74,3,
NM-EAEM0147,8X1ZMNTEG8V581855,2021-8-12,Finhigh,20.9,2,
TP-EAES0108,AAVNFB47ECV285025,2021-5-16,Blackzim,36.77,4,
TP-PACBS0165,AAVNFB47ECV285025,2021-5-16,Blackzim,32.41,2,
BM-EAEM0147,AAVNFB47ECV285025,2021-7-2,Betatech,45.69,1,
BM-PACBS0182,AAVNFB47ECV285025,2021-7-2,Blackzim,20.34,4,
BH-BAE0000,AAVNFB47ECV285025,2021-7-17,Blackzim,66.64,2,
BH-EAEAD0044,AAVNFB47ECV285025,2021-7-17,Finhigh,23.86,3,
BM-EAEM0146,AAVNFB47ECV285025,2021-7-17,Plexzap,57.94,1,
NM-BAE0000,AAVNFB47ECV285025,2021-7-17,Blackzim,66.59,1,
PP-PACBS0164,AAVNFB47ECV285025,2021-7-17,Zathunicon,12.57,1,
TP-PACBS0185,AAVNFB47ECV285025,2021-7-17,Nam-zim,17.35,1,
ZN-BAED0024,AAVNFB47ECV285025,2021-7-17,Betatech,2.04,2,
BH-BAED0028,AAVNFB47ECV285025,2021-9-12,Nam-zim,6.11,4,
BH-EAESS0118,AAVNFB47ECV285025,2021-9-12,Blackzim,50,4,
BM-EAEGAM0069,AAVNFB47ECV285025,2021-9-12,Plexzap,64.94,4,
BM-EAEM0136,AAVNFB47ECV285025,2021-9-12,Betatech,44.91,4,
FG-EAESS0117,AAVNFB47ECV285025,2021-9-12,Nam-zim,21.03,4,
FG-PACBS0179,AAVNFB47ECV285025,2021-9-12,Funholding,36.45,2,
TP-BAE0006,AAVNFB47ECV285025,2021-9-12,Nam-zim,33.63,2,
TP-EAELASS0090,AAVNFB47ECV285025,2021-9-12,Betatech,6.2,3,
ZN-PACBS0173,AAVNFB47ECV285025,2021-9-12,Nam-zim,42.37,1,
FG-EAELASS0084,AH0SCOKRL8K489145,2020-9-3,Toughzap,9.16,1,
FG-EAELASS0088,AH0SCOKRL8K489145,2020-9-3,Zathunicon,43.78,4,
TP-EAEM0135,AH0SCOKRL8K489145,2020-9-3,Zathunicon,36.99,2,
BH-BAE0010,AH0SCOKRL8K489145,2020-10-7,Toughzap,45.73,3,
BH-BAE0017,AH0SCOKRL8K489145,2020-10-7,Funholding,70.84,3,
BM-EAELASS0088,AH0SCOKRL8K489145,2020-10-7,Finhigh,38.86,3,
TP-EAELASS0090,AH0SCOKRL8K489145,2020-10-7,Finhigh,71.31,1,
TP-PACBS0183,AH0SCOKRL8K489145,2020-10-7,Nam-zim,72.28,4,
ZN-EAELASS0083,AH0SCOKRL8K489145,2020-10-7,Zathunicon,47.06,4,
FH-BAED0026,AH0SCOKRL8K489145,2020-10-20,Betatech,46.8,3,
TP-PACBS0187,AH0SCOKRL8K489145,2020-10-20,Plexzap,53.36,4,
FG-BAE0015,AH0SCOKRL8K489145,2021-2-1,Nam-zim,24.63,4,
FH-EAELASS0089,AH0SCOKRL8K489145,2021-2-1,Zathunicon,13.75,1,
FH-EAES0112,AH0SCOKRL8K489145,2021-2-1,Funholding,17.9,2,
BH-EAES0101,AH0SCOKRL8K489145,2021-6-16,Zathunicon,59.2,4,
FG-BAE0005,AH0SCOKRL8K489145,2021-6-16,Plexzap,7.82,1,
FG-PACBS0185,AH0SCOKRL8K489145,2021-6-16,Blackzim,32.45,4,
FH-BAE0020,AH0SCOKRL8K489145,2021-6-16,Zathunicon,4.65,2,
PP-EAECS0050,AH0SCOKRL8K489145,2021-6-16,Blackzim,33.33,1,
BM-EAEM0143,AIMDPZ2KMND734997,2020-11-15,Zathunicon,113.73,1,
BM-PACBS0193,AIMDPZ2KMND734997,2020-11-15,Plexzap,4.24,2,
FG-EAEGAM0069,AIMDPZ2KMND734997,2020-11-15,Zathunicon,45.96,1,
FG-EAEIS0077,AIMDPZ2KMND734997,2020-11-15,Betatech,18.31,4,
TP-EAECS0052,AIMDPZ2KMND734997,2020-11-15,Betatech,57.54,1,
TP-PACBS0185,AIMDPZ2KMND734997,2020-11-15,Finhigh,114.52,4,
BM-BAEW0038,AIMDPZ2KMND734997,2020-12-23,Toughzap,129.37,3,
PP-BAE0006,AIMDPZ2KMND734997,2020-12-23,Blackzim,20.19,3,
PP-EAEAD0042,AIMDPZ2KMND734997,2020-12-23,Zathunicon,121.51,3,
FH-EAEESS0055,AIMDPZ2KMND734997,2021-2-7,Plexzap,37.84,1,
FH-EAEESS0058,AIMDPZ2KMND734997,2021-2-7,Plexzap,40.81,4,
FH-EAES0093,AIMDPZ2KMND734997,2021-2-7,Zathunicon,18.41,3,
FH-EAES0124,AIMDPZ2KMND734997,2021-2-7,Zathunicon,102.98,2,
NM-ICS0156,AIMDPZ2KMND734997,2021-2-7,Blackzim,102.02,4,
PP-EAEM0150,AIMDPZ2KMND734997,2021-2-7,Plexzap,67.6,2,
PP-ICS0157,AIMDPZ2KMND734997,2021-2-7,Blackzim,14.41,4,
ZN-EAESS0118,AIMDPZ2KMND734997,2021-2-7,Blackzim,57.17,1,
ZN-PACBS0189,AIMDPZ2KMND734997,2021-2-7,Nam-zim,5.59,3,
FG-EAEM0136,AIMDPZ2KMND734997,2021-6-20,Betatech,89.28,2,
FG-EAES0121,AIMDPZ2KMND734997,2021-6-20,Plexzap,120.35,4,
NM-BAE0005,AIMDPZ2KMND734997,2021-6-20,Finhigh,91.28,2,
BM-PACBS0170,AJ2JSVDYM0O897692,2020-6-5,Betatech,24.36,3,
FH-EAELASS0084,AJ2JSVDYM0O897692,2020-6-5,Nam-zim,21.61,4,
FH-EAES0122,AJ2JSVDYM0O897692,2020-6-5,Plexzap,2.44,1,
FH-PACBS0181,AJ2JSVDYM0O897692,2020-6-5,Blackzim,25.84,4,
FH-PACBS0192,AJ2JSVDYM0O897692,2020-6-5,Funholding,29.34,4,
FH-EAELASS0090,AJ2JSVDYM0O897692,2020-8-24,Nam-zim,5.89,3,
FH-EAES0101,AJ2JSVDYM0O897692,2020-8-24,Funholding,7.76,1,
NM-BAED0025,AJ2JSVDYM0O897692,2020-8-24,Plexzap,20.13,3,
TP-BAEW0038,AJ2JSVDYM0O897692,2020-8-24,Blackzim,7.15,2,
TP-PACBS0178,AJ2JSVDYM0O897692,2020-8-24,Blackzim,29.42,2,
ZN-BAEW0037,AJ2JSVDYM0O897692,2020-8-24,Funholding,5.64,4,
ZN-ICS0160,AJ2JSVDYM0O897692,2020-8-24,Zathunicon,18.2,1,
BM-BAE0021,AJ2JSVDYM0O897692,2020-10-16,Nam-zim,25.41,3,
BM-EAEGAM0070,AJ2JSVDYM0O897692,2020-10-16,Finhigh,4.95,1,
BH-BAE0011,AJ2JSVDYM0O897692,2021-3-22,Funholding,16.14,2,
BH-EAEM0133,AJ2JSVDYM0O897692,2021-3-22,Blackzim,8.6,1,
BM-EAELASS0084,AJ2JSVDYM0O897692,2021-3-22,Nam-zim,21.42,4,
BM-EAES0124,AJ2JSVDYM0O897692,2021-3-22,Toughzap,23.93,1,
NM-EAEIS0080,AJ2JSVDYM0O897692,2021-3-22,Funholding,7.85,3,
NM-EAEM0149,AJ2JSVDYM0O897692,2021-3-22,Funholding,8.12,2,
BM-EAEGAM0066,AJ2JSVDYM0O897692,2021-4-20,Finhigh,20.49,4,
BM-EAELASS0085,AJ2JSVDYM0O897692,2021-4-20,Zathunicon,1.5,3,
FG-BAE0021,AJ2JSVDYM0O897692,2021-4-20,Toughzap,19.05,3,
FG-PACBS0192,AJ2JSVDYM0O897692,2021-4-20,Toughzap,13.4,2,
TP-EAEESS0061,AJ2JSVDYM0O897692,2021-5-11,Betatech,5.57,3,
BM-BAED0028,AJ2JSVDYM0O897692,2021-6-26,Toughzap,11.06,3,
BM-EAES0112,AJ2JSVDYM0O897692,2021-6-26,Blackzim,27.75,1,
NM-EAEGAM0073,AJ2JSVDYM0O897692,2021-6-26,Funholding,2.17,2,
NM-PACBS0178,AJ2JSVDYM0O897692,2021-6-26,Betatech,5.31,3,
FG-BAE0011,AJ2JSVDYM0O897692,2021-8-11,Nam-zim,14.97,1,
BH-BAE0021,AJLR6IODVV3757973,2021-4-21,Nam-zim,43.54,3,
BH-BAED0025,AJLR6IODVV3757973,2021-4-21,Funholding,0.1,2,
BH-EAELASS0091,AJLR6IODVV3757973,2021-4-21,Nam-zim,0.98,3,
PP-PACBS0187,AJLR6IODVV3757973,2021-4-21,Zathunicon,21.38,1,
BH-EAELASS0088,AJLR6IODVV3757973,2021-6-3,Zathunicon,37.38,3,
FG-EAES0098,AJLR6IODVV3757973,2021-6-3,Blackzim,33.8,1,
FH-EAES0108,AJLR6IODVV3757973,2021-6-3,Finhigh,52.56,3,
FH-EAESS0116,AJLR6IODVV3757973,2021-6-3,Betatech,39.22,3,
PP-EAEESS0057,AJLR6IODVV3757973,2021-6-3,Finhigh,12.72,1,
PP-EAEM0147,AJLR6IODVV3757973,2021-6-3,Betatech,52.05,4,
BM-EAES0093,AJLR6IODVV3757973,2021-9-9,Toughzap,48.06,2,
BM-PACBS0170,AJLR6IODVV3757973,2021-9-9,Nam-zim,38.68,2,
ZN-BAED0027,AJLR6IODVV3757973,2021-9-9,Toughzap,1.16,4,
ZN-PACBS0188,AJLR6IODVV3757973,2021-9-9,Finhigh,29.97,4,
BH-BAE0014,AM7FZWLEUHK307952,2021-3-4,Toughzap,37.81,4,
BH-BAEW0035,AM7FZWLEUHK307952,2021-3-4,Funholding,1.53,1,
BH-EAEIS0075,AM7FZWLEUHK307952,2021-3-4,Nam-zim,40.43,1,
BH-EAELASS0088,AM7FZWLEUHK307952,2021-3-4,Zathunicon,6.26,2,
FH-EAES0107,AM7FZWLEUHK307952,2021-3-4,Betatech,9.5,4,
PP-PACBS0182,AM7FZWLEUHK307952,2021-3-4,Nam-zim,14.13,1,
ZN-EAES0105,AM7FZWLEUHK307952,2021-3-4,Toughzap,35.33,3,
BM-ICS0155,AM7FZWLEUHK307952,2021-7-5,Nam-zim,39.32,1,
BM-PACBS0165,AQ744PRF6TR968003,2020-11-5,Betatech,10.94,2,
FG-BAE0004,AQ744PRF6TR968003,2020-11-5,Finhigh,49.44,1,
FG-EAEM0135,AQ744PRF6TR968003,2020-11-5,Nam-zim,2.36,2,
PP-EAES0110,AQ744PRF6TR968003,2020-11-5,Plexzap,50.89,1,
ZN-BAE0015,AQ744PRF6TR968003,2020-11-5,Plexzap,61,4,
NM-BAE0013,AQ744PRF6TR968003,2021-2-13,Nam-zim,11.95,4,
BM-EAEAD0042,AQ744PRF6TR968003,2021-6-17,Zathunicon,74.3,4,
PP-BAEW0039,AQ744PRF6TR968003,2021-6-17,Zathunicon,82.24,3,
TP-PACBS0178,AQ744PRF6TR968003,2021-6-17,Zathunicon,70.93,3,
ZN-EAECS0049,AQ744PRF6TR968003,2021-6-17,Betatech,26.72,1,
ZN-EAES0110,AQ744PRF6TR968003,2021-6-17,Finhigh,13.84,1,
BH-EAEM0132,AUQIR5H4HRE068152,2021-6-14,Finhigh,39.62,1,
BH-IFCAP0152,AUQIR5H4HRE068152,2021-6-14,Funholding,32.5,4,
FG-BAE0006,AUQIR5H4HRE068152,2021-6-14,Blackzim,41.55,2,
FG-EAEAD0044,AUQIR5H4HRE068152,2021-6-14,Betatech,1.88,2,
FG-EAEM0149,AUQIR5H4HRE068152,2021-6-14,Betatech,87.34,1,
FG-PACBS0166,AUQIR5H4HRE068152,2021-6-14,Betatech,10.59,4,
FG-PACBS0182,AUQIR5H4HRE068152,2021-6-14,Betatech,85.85,4,
FG-PACBS0187,AUQIR5H4HRE068152,2021-6-14,Zathunicon,82.72,1,
TP-BAE0018,AUQIR5H4HRE068152,2021-6-14,Blackzim,18.97,4,
TP-EAEIS0081,AUQIR5H4HRE068152,2021-6-14,Toughzap,50.58,2,
BH-EAEM0132,AUQIR5H4HRE068152,2021-7-4,Betatech,74.1,1,
BM-EAEWH0131,AZ1R666ZIWS777011,2021-6-23,Betatech,6.92,3,
BM-ICS0161,AZ1R666ZIWS777011,2021-6-23,Finhigh,12.12,2,
PP-EAEM0142,AZ1R666ZIWS777011,2021-6-23,Nam-zim,5.63,2,
PP-PACBS0189,AZ1R666ZIWS777011,2021-6-23,Funholding,45.34,4,
FG-EAESS0118,AZ1R666ZIWS777011,2021-7-4,Betatech,44.75,4,
FH-BAE0003,AZ1R666ZIWS777011,2021-7-4,Plexzap,11.39,3,
NM-EAEM0135,AZ1R666ZIWS777011,2021-7-4,Toughzap,31.67,2,
NM-EAEM0146,AZ1R666ZIWS777011,2021-7-4,Funholding,25.11,4,
NM-PACBS0191,AZ1R666ZIWS777011,2021-7-4,Funholding,43.61,2,
BH-BAED0025,AZ1R666ZIWS777011,2021-7-13,Finhigh,12.5,2,
BH-PACBS0190,AZ1R666ZIWS777011,2021-7-13,Betatech,38.05,3,
FG-BAE0022,AZ1R666ZIWS777011,2021-8-4,Zathunicon,29.19,1,
FG-PACBS0184,AZ1R666ZIWS777011,2021-8-4,Toughzap,49.33,3,
FH-EAES0105,AZ1R666ZIWS777011,2021-8-4,Finhigh,10.85,4,
NM-EAES0099,AZ1R666ZIWS777011,2021-8-4,Zathunicon,2.41,1,
NM-ICS0153,AZ1R666ZIWS777011,2021-8-4,Blackzim,52.1,4,
ZN-BAE0016,AZ1R666ZIWS777011,2021-8-4,Blackzim,20.42,3,
ZN-EAEESS0057,AZ1R666ZIWS777011,2021-8-4,Betatech,2.52,4,
BM-EAEM0140,AZ1R666ZIWS777011,2021-8-25,Plexzap,47.3,3,
BH-EAELASS0092,AZ1R666ZIWS777011,2021-8-29,Toughzap,2.78,3,
BM-EAELASS0086,AZ1R666ZIWS777011,2021-8-29,Zathunicon,40.51,4,
BM-ICS0161,AZ1R666ZIWS777011,2021-8-29,Finhigh,40.62,4,
NM-BAE0020,AZ1R666ZIWS777011,2021-8-29,Toughzap,2.74,1,
NM-BAE0022,AZ1R666ZIWS777011,2021-8-29,Funholding,22.81,1,
NM-PACBS0182,AZ1R666ZIWS777011,2021-8-29,Plexzap,46.41,3,
FG-EAEIS0078,AZ1R666ZIWS777011,2021-9-6,Zathunicon,44.03,2,
FG-EAES0102,AZ1R666ZIWS777011,2021-9-6,Toughzap,32.65,1,
NM-EAEWH0131,AZ1R666ZIWS777011,2021-9-6,Plexzap,14.34,4,
TP-BAE0003,AZ1R666ZIWS777011,2021-9-6,Toughzap,38.78,1,
TP-EAEIS0081,AZ1R666ZIWS777011,2021-9-6,Finhigh,11.11,3,
BM-BAE0004,AZA8YX5O3PY967382,2021-4-26,Finhigh,107.46,4,
BM-EAEM0150,AZA8YX5O3PY967382,2021-4-26,Toughzap,8.74,3,
BM-EAES0101,AZA8YX5O3PY967382,2021-4-26,Funholding,84.46,3,
BM-EAES0125,AZA8YX5O3PY967382,2021-4-26,Nam-zim,46,1,
ZN-EAEGAM0066,AZA8YX5O3PY967382,2021-4-26,Zathunicon,60.29,3,
ZN-EAELASS0087,AZA8YX5O3PY967382,2021-4-26,Nam-zim,111.11,4,
ZN-EAESS0117,AZA8YX5O3PY967382,2021-4-26,Zathunicon,112.21,4,
TP-EAECS0051,AZA8YX5O3PY967382,2021-5-15,Nam-zim,48.33,1,
TP-EAES0114,AZA8YX5O3PY967382,2021-5-15,Betatech,56.43,1,
FG-EAEM0149,B4HYVLVNMCG170801,2021-5-8,Funholding,41.12,4,
BH-BAEW0036,B4HYVLVNMCG170801,2021-6-1,Blackzim,34.07,1,
BH-EAES0101,B4HYVLVNMCG170801,2021-6-1,Betatech,38.37,3,
BH-PACBS0180,B4HYVLVNMCG170801,2021-6-1,Nam-zim,8.39,3,
BM-BAED0031,B4HYVLVNMCG170801,2021-6-1,Funholding,32.15,2,
BM-EAEM0145,B4HYVLVNMCG170801,2021-6-1,Toughzap,18.97,4,
FG-PACBS0172,B4HYVLVNMCG170801,2021-6-1,Betatech,11.56,4,
PP-EAELASS0087,B4HYVLVNMCG170801,2021-6-1,Zathunicon,32.73,2,
ZN-BAED0031,B4HYVLVNMCG170801,2021-7-11,Betatech,23.23,1,
BH-EAEM0148,B6MT5EQQSFX854507,2021-8-3,Finhigh,17.84,1,
BH-PACBS0169,B6MT5EQQSFX854507,2021-8-3,Nam-zim,18.92,1,
BM-EAESS0116,B6MT5EQQSFX854507,2021-8-3,Zathunicon,21.44,4,
BM-PACBS0182,B6MT5EQQSFX854507,2021-8-3,Zathunicon,25.37,1,
FG-EAEAD0045,B6MT5EQQSFX854507,2021-8-3,Toughzap,4.03,3,
FG-EAEGAM0066,B6MT5EQQSFX854507,2021-8-3,Betatech,16.38,3,
FH-PACBS0184,B6MT5EQQSFX854507,2021-8-3,Plexzap,16.54,4,
FG-ICS0161,B6MT5EQQSFX854507,2021-8-9,Nam-zim,41.19,3,
TP-EAEGAM0071,B6MT5EQQSFX854507,2021-8-9,Funholding,14.78,1,
ZN-BAE0010,B6MT5EQQSFX854507,2021-8-9,Finhigh,3.57,4,
ZN-BAE0012,B6MT5EQQSFX854507,2021-8-9,Nam-zim,27.68,3,
ZN-ICS0158,B6MT5EQQSFX854507,2021-8-9,Blackzim,11.6,4,
FG-PACBS0192,B6MT5EQQSFX854507,2021-9-6,Funholding,17.48,4,
